stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg,latitude,longitude,geocode_query,geocoded
3564,Borewell Water Near Mangalijyothi School Msw Site Vammanjoor,Pond/Tank,KARNATAKA,2020,Safe,8.34,,28.0,,7.2,171.0,3.0,1.19,2.0,6.5,,,,"borewell water mangalijyothi school msw site vammanjoor, Karnataka, India",False
1444,"River Kali At D/S West Coast Paper Mill (Wcpm) ,",River,KARNATAKA,2020,Safe,6.53,,27.0,7.45,7.15,96.0,2.65,0.045,100.0,307.0,,,,,False
1892,River Netravathi U/S Of Dharmastala At Water Supply Intake Point,River,KARNATAKA,2020,Unsafe,8.28,High Fecal Coliform,29.0,7.1,7.05,144.0,2.0,0.94,801.0,801.0,,12.9519571,75.3813122,"dharmastala, Karnataka, India",True
1894,River Kumaradhara - U/S Of Uppinagady Town Before Confluence With Nethravathi,River,KARNATAKA,2020,Unsafe,8.28,High Fecal Coliform,28.0,7.2,7.0,143.5,2.0,0.955,801.0,801.0,,13.0898321,77.5424946,"nethravathi, Karnataka, India",True
2780,"River Kali At U/S Of Wcpm, Dandeli,",River,KARNATAKA,2020,Safe,5.91,,26.5,7.35,7.0,88.5,2.4,0.03,90.0,276.0,,15.2490284,74.6236037,"dandeli, Karnataka, India",True
3562,River Netravathi At Thumbe Water Supply Stations To Mangalore City,River,KARNATAKA,2020,Unsafe,8.28,High Fecal Coliform,28.5,7.0,7.1,141.0,2.0,0.89,801.0,801.0,,13.0222347,77.5671832,"city, Karnataka, India",True
3563,River Netravathi At U/S Of Upiingady Town,River,KARNATAKA,2020,Unsafe,9.39,High Fecal Coliform,28.0,6.65,7.15,140.0,2.5,0.925,801.0,801.0,,13.1016789,77.5756532,"town, Karnataka, India",True
4087,"River Gangavali River, Nr Bridge, Ankola",River,KARNATAKA,2020,Safe,5.52,,27.0,7.5,7.4,124.5,2.45,0.275,12.5,42.0,,14.6453588,74.3319253,"ankola, Karnataka, India",True
4088,"River Aghanashini River, Nr Bridge, Kumata",River,KARNATAKA,2020,Safe,5.32,,26.0,7.5,7.35,106.5,2.35,0.205,15.0,48.0,,14.4271622,74.4117058,"kumata, Karnataka, India",True
4089,River Gundabai At Hadinabai Bridge,River,KARNATAKA,2020,Safe,5.31,,27.5,7.55,7.15,80.5,2.35,0.26,13.0,47.5,,,,,False
