stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg,latitude,longitude,geocode_query,geocoded
3564,Borewell Water Near Mangalijyothi School Msw Site Vammanjoor,Groundwater,KARNATAKA,2019,Unsafe,7.427,"pH, BOD",27.5,,4.2,7.05,169.0,3.0,1.15,2.0,,12.9169819,74.9005045,"vamanjoor, Karnataka, India",True
4093,"M/S Sugureshwara Ind, 196 (P), Kiadb Ind Growth Centre, Chika Sugar, Raichur",Groundwater,KARNATAKA,2019,Unsafe,8.185,"pH, BOD",30.0,,5.0,7.4,500.0,8.8,,,,16.0547194,76.9003647,"raichur, Karnataka, India",True
4499,"Benniothora Dam, Kurkota Village",River,KARNATAKA,2019,Unsafe,4.508,"BOD, Fecal Coliform",28.5,7.15,8.1,539.0,2.4,0.31,260.0,1250.0,,12.9305838,77.6920571,"village, Karnataka, India",True
4500,"Kagina River At D/S Of Bridge Cum Barrage, Sadem Tq",River,KARNATAKA,2019,Unsafe,4.135,"BOD, Fecal Coliform",27.5,6.9,8.15,517.5,2.3,0.34,205.0,730.0,,,,,False
1444,"Kali At D/S West Coast Paper Mill (Wcpm) ,",River,KARNATAKA,2019,Unsafe,7.649,"BOD, Fecal Coliform",26.0,7.7,7.25,80.0,14.3,0.115,192.5,847.5,,,,,False
2780,"Kali At U/S Of Wcpm, Dandeli,",River,KARNATAKA,2019,Unsafe,5.219,"BOD, Fecal Coliform",24.5,7.85,7.2,77.5,2.45,0.1,458.5,935.0,,15.2490284,74.6236037,"dandeli, Karnataka, India",True
4497,Kengre Hole (Sirsi),River,KARNATAKA,2019,Unsafe,3.475,"BOD, Fecal Coliform",26.0,7.35,7.35,89.0,2.2,0.195,137.5,920.0,,14.6192362,74.8388611,"sirsi, Karnataka, India",True
1894,Kumaradhara - U/S Of Uppinagady Town Before Confluence With River Nethravathi,River,KARNATAKA,2019,Unsafe,4.293,Fecal Coliform,28.0,6.6,7.05,157.0,2.0,1.05,257.0,495.0,,13.0898321,77.5424946,"nethravathi, Karnataka, India",True
1892,Netravathi U/S Of Dharmastala At Water Supply Intake Point,River,KARNATAKA,2019,Unsafe,7.273,"BOD, Fecal Coliform",28.5,6.35,7.1,157.0,4.0,0.785,63.5,220.0,,12.9519571,75.3813122,"dharmastala, Karnataka, India",True
3562,Netravathi At Thumbe Water Supply Stations To Mangalore City,River,KARNATAKA,2019,Unsafe,2.71,Fecal Coliform,28.0,6.5,7.15,153.0,2.0,1.0,96.0,495.0,,13.0222347,77.5671832,"city, Karnataka, India",True
3563,Netravathi At U/S Of Upiingady Town,River,KARNATAKA,2019,Unsafe,2.497,Fecal Coliform,27.5,6.5,7.05,155.0,2.0,1.08,87.0,560.0,,13.1016788,77.5756532,"town, Karnataka, India",True
1889,Krishna - Ankali Bridge Along Chikkodi Kagwad Road,River,KARNATAKA,2019,Unsafe,5.941,Fecal Coliform,26.0,7.55,7.8,765.5,1.55,6.7,1150.0,2400.0,253.0,16.6960786,74.7187223,"kagwad, Karnataka, India",True
1182,"Krishna At U/S Of Ugarkhurd Barrage,",River,KARNATAKA,2019,Unsafe,5.967,"BOD, Fecal Coliform",25.0,7.8,7.95,634.0,2.3,5.95,1010.0,2050.0,253.0,,,"krishna ugarkhurd, Karnataka, India",False
2781,"Krishna At D/S Of Alamatti Dam,",River,KARNATAKA,2019,Unsafe,7.702,"BOD, Nitrate, Fecal Coliform",31.0,7.7,8.4,1876.0,2.45,23.4,585.0,1150.0,148.0,16.3451718,75.8923516,"alamatti, Karnataka, India",True
1181,"Krishna At D/S Of Narayanpura Dam,",River,KARNATAKA,2019,Unsafe,7.69,"BOD, Nitrate, Fecal Coliform",30.0,7.7,8.5,1845.0,2.25,22.6,985.0,1850.0,148.0,15.4559068,74.9922057,"krishna narayanpura, Karnataka, India",True
1028,"Krishna At Tintini Bridge,",River,KARNATAKA,2019,Unsafe,4.295,"BOD, Fecal Coliform",28.0,7.1,8.25,638.0,2.3,0.285,230.0,1070.0,,,,"krishna tintini, Karnataka, India",False
1170,"Krishna At D/S Of Devasagar Bdg.,",River,KARNATAKA,2019,Unsafe,7.777,"BOD, Fecal Coliform",28.5,7.4,8.35,1235.0,33.25,0.25,345.0,1560.0,,,,,False
1183,"Bhima At D/S Of Road Bridge At Gangapur Village,",River,KARNATAKA,2019,Unsafe,5.686,"BOD, Fecal Coliform",28.0,6.6,8.05,660.0,3.0,0.35,545.0,1850.0,,12.9422696,77.6253883,"village, Karnataka, India",True
1184,"Bhima At Ferozabad Village (D/S),",River,KARNATAKA,2019,Unsafe,5.012,"BOD, Fecal Coliform",29.5,7.05,8.45,702.5,3.0,0.3,305.0,1070.0,,12.9422696,77.6253883,"village, Karnataka, India",True
1167,"Bhima At D/S Of Bdg. Near Yadgir,",River,KARNATAKA,2019,Unsafe,5.716,"BOD, Fecal Coliform",31.0,7.0,8.4,947.0,3.25,0.25,500.0,2200.0,,16.5744123,76.9254434,"yadgir, Karnataka, India",True
1888,Bhima River At Confluence Of Jewargi Town Sewage Disposal Point,River,KARNATAKA,2019,Unsafe,5.647,"BOD, Fecal Coliform",29.0,6.8,8.3,708.0,3.25,0.3,470.0,1860.0,,13.3067379,77.6125389,"disposal, Karnataka, India",True
1185,"Ghatprabha At D/S Of Mudhol Rd. Cross Bdg.,",River,KARNATAKA,2019,Unsafe,4.998,Fecal Coliform,22.5,6.55,8.1,468.5,1.6,5.2,460.0,847.5,56.5,12.9529035,77.5158003,"cross, Karnataka, India",True
1163,"Ghatprabha At W.A. Point To Gokak Town,",River,KARNATAKA,2019,Unsafe,5.199,"DO, Fecal Coliform",29.5,5.75,7.6,386.5,1.85,10.0,535.0,1300.0,178.0,13.1016788,77.5756532,"town, Karnataka, India",True
1187,"Malprabha At D/S Of Khanapur Village,",River,KARNATAKA,2019,Unsafe,5.718,Fecal Coliform,28.0,6.7,7.75,194.0,1.95,4.15,913.0,1644.0,148.0,12.9422696,77.6253883,"village, Karnataka, India",True
