stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg,latitude,longitude,geocode_query,geocoded
GEN-798FA0,River Kali At D/S West Coast Paper Mill (Wcpm),River,KARNATAKA,2023,Safe,0.0,,27.0,7.45,7.5,83.5,2.4,0.32,137.0,431.5,50.0,,,"kali west coast paper mill wcpm, Karnataka, India",False
2780,"River Kali At U/S Of Wcpm, Dandeli",River,KARNATAKA,2023,Safe,0.0,,26.5,7.65,7.25,68.5,2.25,0.31,99.0,376.0,38.5,15.2490284,74.6236037,"dandeli, Karnataka, India",True
GEN-0D9D4F,River Kumaradhara U/S Of Uppinagady Town Before Confluence With Nethravathi,River,KARNATAKA,2023,Safe,0.0,,30.9,7.4,7.65,140.0,2.0,1.85,55.5,515.0,,13.0898321,77.5424946,"nethravathi, Karnataka, India",True
GEN-A47AF9,River Netravathi At Thumbe Water Supply Stations To Mangalore City,River,KARNATAKA,2023,Safe,0.0,,29.5,7.1,7.55,144.0,2.0,1.35,75.5,597.0,,13.0222347,77.5671832,"city, Karnataka, India",True
3563,River Netravathi At U/S Of Uppinangadi Town,River,KARNATAKA,2023,Safe,0.0,,30.35,7.35,7.55,144.5,3.0,1.6,60.0,530.0,,13.1016789,77.5756532,"town, Karnataka, India",True
GEN-115F39,River Netravathi U/S Of Dharmastala At Water Supply Intake Point,River,KARNATAKA,2023,Safe,0.0,,30.0,7.25,7.65,142.0,2.0,1.25,72.0,520.0,,12.9519571,75.3813122,"dharmastala, Karnataka, India",True
4496,River Aghanashini Marigadde (Sirsi),River,KARNATAKA,2023,Safe,0.0,,23.5,7.5,7.3,86.5,2.3,0.365,48.0,95.0,18.0,14.6192362,74.8388611,"sirsi, Karnataka, India",True
4497,River Kengre Hole (Sirsi),River,KARNATAKA,2023,Safe,0.0,,23.0,7.5,7.1,90.5,2.25,0.31,47.5,118.0,16.5,14.6192362,74.8388611,"sirsi, Karnataka, India",True
4087,"River Gangavali River, Near Bridge, Ankola",River,KARNATAKA,2023,Safe,0.0,,25.5,7.8,7.3,161.5,2.35,0.35,82.0,194.5,32.0,14.6453588,74.3319253,"ankola, Karnataka, India",True
4088,"River Aghanashini , Near Bridge, Kumata",River,KARNATAKA,2023,Safe,0.0,,25.5,7.4,7.15,104.5,2.3,0.33,59.5,112.0,35.0,14.4929598,74.4000564,"aghanashini kumata, Karnataka, India",True
4089,River Gundabai At Hadinabai Bridge,River,KARNATAKA,2023,Safe,0.0,,24.0,7.55,7.25,103.5,2.3,0.33,45.0,110.0,20.5,,,"gundabai hadinabai, Karnataka, India",False
4090,River Sharavathi Near Bridge At Honnavara,River,KARNATAKA,2023,Safe,0.0,,24.5,7.4,7.3,79.5,2.25,0.34,48.5,121.5,20.0,14.2810827,74.4446716,"honnavara, Karnataka, India",True
4091,River Venkatpur Near Kadivinakatte Dam,River,KARNATAKA,2023,Safe,0.0,,24.0,7.35,7.35,76.0,2.15,0.31,43.5,86.5,16.5,,,,False
GEN-ABBF0A,"River Dakshina Pinakini Near Mugalur Bridge Mugalur, Bengaluru",River,KARNATAKA,2023,Unsafe,5.2,"Low DO, High BOD, High Fecal Coliform, High Total Coliform",23.5,3.05,7.0,1411.5,50.5,12.1,1000000.0,5000000.0,,12.9767936,77.590082,"bengaluru, Karnataka, India",True
1891,River Manjeera At D/S Intake Point To Bidar City,River,KARNATAKA,2023,Safe,0.0,,27.0,7.4,7.85,486.0,2.5,2.29,286.5,1470.0,,13.0222347,77.5671832,"city, Karnataka, India",True
30055,River Manjeera At Janwada(Bangalore),River,KARNATAKA,2023,Unsafe,2.4066666666666667,"High BOD, High Fecal Coliform, High Total Coliform",26.0,8.5,8.45,532.5,4.0,2.4,935.0,5250.0,,12.9767936,77.590082,"bangalore, Karnataka, India",True
1889,River Krishna - Ankali Bridge Along Chikkodi Kagwad Road,River,KARNATAKA,2023,Unsafe,1.401,High Fecal Coliform,27.5,7.4,7.65,615.0,2.45,14.305,635.0,1260.0,380.0,16.6960786,74.7187223,"kagwad, Karnataka, India",True
1182,River Krishna At U/S Of Ugarkhurd Barrage,River,KARNATAKA,2023,Unsafe,1.436,High Fecal Coliform,28.5,7.3,7.55,585.0,2.25,12.58,730.0,1260.0,390.0,,,"krishna ugarkhurd, Karnataka, India",False
2763,River Krishna At Asangi Village (Jamakandi Village),River,KARNATAKA,2023,Unsafe,3.911,"High BOD, High Fecal Coliform",19.5,8.8,7.55,1170.0,9.1,16.855,635.0,1260.0,355.0,12.9305838,77.6920571,"village, Karnataka, India",True
5597,"River Krishna At Almatti Dam Haveli , Old Jackwell Point, Bagalkote",River,KARNATAKA,2023,Unsafe,1.6550000000000002,High Fecal Coliform,19.5,9.1,8.25,672.0,2.0,13.675,730.0,1600.0,390.0,16.2903648,75.5915819,"bagalkote, Karnataka, India",True
2781,River Krishna At D/S Of Alamatti Dam,River,KARNATAKA,2023,Unsafe,0.54,High Fecal Coliform,30.0,7.15,7.9,829.0,2.9,9.61,635.0,1260.0,390.0,16.3451718,75.8923516,"alamatti, Karnataka, India",True
1181,River Krishna At D/S Of Narayanpura Dam,River,KARNATAKA,2023,Unsafe,2.0,High Fecal Coliform,30.0,7.45,7.9,830.0,2.65,5.86,1060.0,2060.0,605.0,15.4559068,74.9922057,"krishna narayanpura, Karnataka, India",True
1028,River Krishna At Tintini Bridge,River,KARNATAKA,2023,Safe,0.0,,29.5,7.35,8.45,1323.0,2.6,2.05,315.0,1810.0,,,,"krishna tintini, Karnataka, India",False
30056,River Krishna At Deodurga (Bangalore),River,KARNATAKA,2023,Unsafe,2.0,"High Fecal Coliform, High Total Coliform",26.5,9.8,8.3,1582.0,1.0,0.71,1439.5,8175.0,,12.9767936,77.590082,"bangalore, Karnataka, India",True
1170,River Krishna At D/S Of Devasagar Bdg.,River,KARNATAKA,2023,Safe,0.0,,28.0,7.5,8.35,1322.0,2.85,5.065,400.0,1860.0,,,,"krishna devasagar ., Karnataka, India",False
5582,"River Bhima Downstream, Dhulked Vill",River,KARNATAKA,2023,Unsafe,0.9199999999999999,High Fecal Coliform,29.0,8.0,7.75,1223.0,2.05,5.21,730.0,1600.0,410.0,12.9305838,77.6920571,"vill, Karnataka, India",True
1183,River Bhima At D/S Of Road Bridge At Gangapur Village,River,KARNATAKA,2023,Unsafe,3.666666666666667,"High BOD, High Fecal Coliform, High Total Coliform",28.0,7.3,7.95,1530.0,5.5,1.995,130115.0,140800.0,,12.9305838,77.6920571,"village, Karnataka, India",True
1184,River Bhima At Ferozabad Village (D/S),River,KARNATAKA,2023,Unsafe,4.0,"High Fecal Coliform, High Total Coliform",28.0,9.05,8.25,1087.5,3.0,33.755,11570.0,175550.0,,12.9305838,77.6920571,"village, Karnataka, India",True
1888,River Bhima At Confluence Of Jewargi Town Sewage Disposal Point,River,KARNATAKA,2023,Unsafe,0.0,High Total Coliform,28.0,8.8,8.15,1048.0,2.65,3.68,360.0,2875.0,,13.3067379,77.6125389,"disposal, Karnataka, India",True
30057,River Bhima At Gangapur (Bangalore),River,KARNATAKA,2023,Unsafe,3.5666666666666664,"High BOD, High Fecal Coliform, High Total Coliform",26.0,7.9,8.35,1734.0,5.35,1.86,1495.0,7050.0,,12.9767936,77.590082,"bangalore, Karnataka, India",True
