stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg,latitude,longitude,geocode_query,geocoded
1182,"Krishna At U/S Of Ugarkhurd Barrage,",River,KARNATAKA,2017,Unsafe,6.57,High Fecal Coliform,27.0,6.25,7.425,700.0,1.5,3.26,600.0,1050.0,,,,,False
1889,Krishna Ankali Bridge Along Chikkodi Kagwad Road,River,KARNATAKA,2017,Unsafe,7.28,High Fecal Coliform,27.5,6.55,7.6,665.0,1.75,2.3,600.0,1250.0,,16.6960786,74.7187223,"kagwad, Karnataka, India",True
1181,"Krishna At D/S Of Narayanpura Dam,",River,KARNATAKA,2017,Unsafe,6.55,High Fecal Coliform,32.0,8.85,7.74,1140.0,1.71,10.89,505.0,920.0,,15.4559068,74.9922057,"krishna narayanpura, Karnataka, India",True
1170,Krishna At D/S Of Devasagar Bdg.,River,KARNATAKA,2017,Unsafe,7.15,High Fecal Coliform,28.5,7.1,7.975,889.0,,0.255,1020.0,2050.0,,,,,False
1028,"Krishna At Tintini Bridge,",River,KARNATAKA,2017,Unsafe,4.15,High Fecal Coliform,28.0,7.1,7.975,648.0,,0.29,560.0,1350.0,,,,,False
2781,"Krishna At D/S Of Alamatti Dam,",River,KARNATAKA,2017,Safe,6.21,,32.0,9.2,7.9,850.0,1.5,12.35,490.0,1155.0,,16.3451718,75.8923516,"alamatti, Karnataka, India",True
1183,"Bhima At D/S Of Road Bridge At Gangapur Village,",River,KARNATAKA,2017,Unsafe,9.14,High Fecal Coliform,28.0,6.75,8.38,555.5,1.9,,750.0,2400.0,,12.9305838,77.6920571,"village, Karnataka, India",True
1184,"Bhima At Ferozabad Village (D/S),",River,KARNATAKA,2017,Safe,7.51,,28.0,6.9,8.39,574.5,2.4,,295.0,1250.0,,12.9305838,77.6920571,"village, Karnataka, India",True
1167,"Bhima At D/S Of Bdg. Near Yadgir,",River,KARNATAKA,2017,Unsafe,18.5,"High BOD, High Fecal Coliform, High Total Coliform",31.5,7.15,8.095,761.0,4.11,,1600.0,3720.0,,16.5744123,76.9254434,"yadgir, Karnataka, India",True
1888,Bhima River At Confluence Of Jewargi Town Sewage Disposal Point,River,KARNATAKA,2017,Safe,5.59,,29.0,6.75,8.45,569.5,1.4,,370.0,1250.0,,13.3067379,77.6125389,"disposal, Karnataka, India",True
