stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
1766,"Mine Pit Water Assansol, West Bengal",Groundwater,WEST BENGAL,2022,Unsafe,0.03,pH Out of Range,27.5,,8.505,394.0,,0.72,,2.0,
1767,"Durgapur Town, Near Iisco, Burdwan, West Bengal",Groundwater,WEST BENGAL,2022,Safe,0.0,None,25.5,,7.71,710.5,,0.79,,2.0,
1768,"Durgapur Town, Burdwan, West Bengal",Groundwater,WEST BENGAL,2022,Safe,0.02,None,27.5,,7.385,658.0,,0.7,2.0,4.0,
1769,"Inside Hindustan Liver Factory, Haldia, West Bengal",Groundwater,WEST BENGAL,2022,Safe,0.0,None,32.5,,7.63,2030.5,,0.595,,,
1770,"Near Ioc Refinery Haldia, West Bengal",Groundwater,WEST BENGAL,2022,Safe,0.0,None,33.5,,7.84,2625.0,,,,,
1771,"Kalyani Industrial Area, Nadia, West Bengal",Groundwater,WEST BENGAL,2022,Safe,0.0,None,28.5,,7.24,789.5,,,,,
1772,"Barsat Municipality North 24-P, West Bengal",Groundwater,WEST BENGAL,2022,Safe,0.0,None,28.5,,7.61,897.0,,0.92,,,
1773,"Tangra, Calcutta , West Bengal",Groundwater,WEST BENGAL,2022,Safe,0.14,None,29.0,,7.185,1823.0,,,11.0,47.0,
1774,"Topsia Calcutta, West Bengal",Groundwater,WEST BENGAL,2022,Safe,0.03,None,30.0,,7.225,1833.0,,,2.0,10.4,
1775,"Dhapa Calcutta, West Bengal",Groundwater,WEST BENGAL,2022,Safe,0.0,None,27.5,,7.265,1828.0,,,,,
1776,"Garia Calcutta, West Bengal",Groundwater,WEST BENGAL,2022,Safe,0.0,None,29.5,,7.64,778.5,,0.35,,,
1777,"Behala Calcutta, West Bengal",Groundwater,WEST BENGAL,2022,Safe,0.02,None,30.0,,7.74,851.0,,0.53,,10.4,
1778,"Domjur Howrah, West Bengal",Groundwater,WEST BENGAL,2022,Safe,0.0,None,30.5,,7.235,1052.5,,0.41,,,
1779,"Dankuni (Near Coal Complex), West Bengal",Groundwater,WEST BENGAL,2022,Safe,0.0,None,26.5,,7.61,975.5,,,,,
1813,"Rishra, West Bengal",Groundwater,WEST BENGAL,2022,Safe,0.0,None,27.0,,7.71,514.0,,,,,
1931,Cossipore - North Kolkata,Groundwater,WEST BENGAL,2022,Safe,0.05,None,28.0,,7.25,2429.5,,,4.25,19.0,
1932,Central Kolkata,Groundwater,WEST BENGAL,2022,Safe,0.0,None,29.5,,7.38,628.0,,,,,
