stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
1644,"Jagatpur Industrial Area, Cuttack",Groundwater,ODISHA,2018,Safe,0.71,None,26.5,,8.1,754.0,0.25,8.2,2.0,2.0,
GEN-C1FEA2,1645,Groundwater,ODISHA,2018,Unsafe,34.92,High BOD,,,,,25.0,18.0,195.1,217.65,
GEN-E4873A,1646,Groundwater,ODISHA,2018,Unsafe,33.99,High BOD,,,,,25.0,17.45,80.5,87.7,
GEN-8D420F,1647,Groundwater,ODISHA,2018,Unsafe,34.36,High BOD,,,,,24.0,17.85,113.2,201.8,
GEN-7437D1,1648,Groundwater,ODISHA,2018,Unsafe,34.3,High BOD,,,,,25.0,17.9,112.7,162.15,
GEN-96DE25,1649,Groundwater,ODISHA,2018,Unsafe,35.05,High BOD,,,,,26.0,16.7,194.7,312.2,
GEN-973A5F,1650,Groundwater,ODISHA,2018,Unsafe,33.83,High BOD,,,,,26.0,18.1,48.85,131.65,
GEN-207F88,1652,Groundwater,ODISHA,2018,Unsafe,34.69,High BOD,,,,,27.0,16.4,141.4,312.2,
GEN-CC42AC,1655,Groundwater,ODISHA,2018,Unsafe,53.97,"High BOD, High Fecal Coliform, High Total Coliform",,,,,22.0,17.55,1244.1,9255.1,
GEN-712A3C,1656,Groundwater,ODISHA,2018,Unsafe,37.44,"High BOD, High Fecal Coliform",,,,,23.0,17.5,510.65,525.6,
GEN-C05607,1658,Groundwater,ODISHA,2018,Unsafe,34.87,High BOD,,,,,23.0,17.0,171.7,297.3,
GEN-DD50E4,3964,Groundwater,ODISHA,2018,Unsafe,34.81,High BOD,,,,,22.0,16.9,136.05,427.15,
GEN-DB9AD5,3965,Groundwater,ODISHA,2018,Unsafe,37.79,"High BOD, High Fecal Coliform",,,,,22.0,14.85,545.35,616.2,
GEN-43D762,3966,Groundwater,ODISHA,2018,Unsafe,37.33,High BOD,,,,,18.0,13.7,455.95,719.75,
GEN-B607BA,3967,Groundwater,ODISHA,2018,Unsafe,37.63,High BOD,,,,,20.0,16.7,490.45,772.7,
GEN-F81DEE,3969,Groundwater,ODISHA,2018,Unsafe,38.09,"High BOD, High Fecal Coliform",,,,,27.0,17.75,586.05,634.1,
GEN-CBA0A4,3971,Groundwater,ODISHA,2018,Unsafe,37.85,"High BOD, High Fecal Coliform",,,,,26.0,17.15,563.9,568.15,
GEN-678004,3973,Pond/Tank,ODISHA,2018,Unsafe,35.24,High BOD,,,,24.0,16.65,100.0,285.6,0.7,1.75
GEN-9A32FF,3974,Pond/Tank,ODISHA,2018,Unsafe,35.13,High BOD,,,,26.0,17.3,100.0,269.1,0.6,1.55
GEN-4F5A9B,3975,Pond/Tank,ODISHA,2018,Unsafe,36.63,High BOD,,,,26.0,17.0,100.0,494.6,2.5,5.85
GEN-2BA3C4,3976,Pond/Tank,ODISHA,2018,Unsafe,36.79,"High BOD, High Fecal Coliform",,,,26.0,16.9,100.0,518.65,1.35,3.25
GEN-7D571E,3977,Pond/Tank,ODISHA,2018,Unsafe,38.82,"High BOD, High Fecal Coliform",,,,26.0,16.65,100.0,823.1,0.5,1.6
GEN-A8BADD,3978,Pond/Tank,ODISHA,2018,Unsafe,36.64,High BOD,,,,23.0,16.7,100.0,496.6,0.25,3.55
GEN-A58616,3979,Pond/Tank,ODISHA,2018,Unsafe,35.79,High BOD,,,,26.0,16.95,100.0,368.15,0.4,5.7
