stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
1533,"Digboi, Tinsukia Distt., Assam",Groundwater,ASSAM,2017,Unsafe,4.58,pH Out of Range,22.0,,6.25,331.0,1.3,2.0,2.0,2.0,
1534,"Ground Water At Karbi Anglong Distt., Assam",Groundwater,ASSAM,2017,Unsafe,6.22,pH Out of Range,26.0,,5.7,660.0,0.95,76.0,101.0,0.6,
1536,Ground Water Near Bpms H.S. School Sonari Town Dist Charaideo,Groundwater,ASSAM,2017,Unsafe,2.7,pH Out of Range,26.0,,6.45,188.0,0.9,2.0,2.0,1.1,
1537,"Ground Water At (Jorhat, Assam)",Groundwater,ASSAM,2017,Safe,2.79,None,25.0,,6.9,227.0,1.0,2.0,2.0,1.1,
1538,"Ground Water At Silchar, Assam",Groundwater,ASSAM,2017,Unsafe,2.72,pH Out of Range,25.5,,6.3,93.0,0.7,2.0,2.0,1.25,
1539,"Ground Water At Barpeta, Assam",Groundwater,ASSAM,2017,Safe,3.39,None,27.5,,7.55,290.5,0.95,2.0,151.0,1.15,
1540,"Ground Water At Bonaigaon, Assam",Groundwater,ASSAM,2017,Unsafe,5.91,pH Out of Range,28.5,,6.05,166.5,1.5,2.0,2.0,5.2,
1542,"Ground Water At Sijubari Mazar, Natboma Hatigaon",Groundwater,ASSAM,2017,Unsafe,20.19,High Fecal Coliform,27.0,,6.7,620.0,2.5,100.0,2651.0,1.95,
2244,"Ground Water From Nazira, Assam",Groundwater,ASSAM,2017,Safe,5.01,None,25.0,,6.8,249.0,1.8,2.0,2.0,1.2,
2246,"Ground Water From Semenchapari, Assam",Groundwater,ASSAM,2017,Safe,4.31,None,21.0,,6.6,212.0,1.55,2.0,2.0,0.4,
2247,"Ground Water From Silapathar, Assam",Groundwater,ASSAM,2017,Unsafe,5.03,pH Out of Range,21.5,,6.35,159.5,1.6,2.0,2.0,0.85,
2248,"Ground Water From Lakhimpur Town, Assam",Groundwater,ASSAM,2017,Unsafe,6.22,pH Out of Range,28.0,,6.4,238.5,2.1,2.0,2.0,2.65,
2250,"Ground Water From Nagaon (Panigaon), Assam",Groundwater,ASSAM,2017,Unsafe,7.19,pH Out of Range,29.5,,6.15,399.0,2.1,2.0,2.0,1.6,
2252,"Ground Water Near Msw Dumping Site At Garchuk-Guwahati, Assam",Groundwater,ASSAM,2017,Unsafe,5.25,pH Out of Range,25.5,,6.4,211.5,1.75,2.0,2.0,0.45,
2253,"Ground Water From Nalbari, Assam",Groundwater,ASSAM,2017,Unsafe,5.41,pH Out of Range,26.0,,6.25,192.0,1.6,2.0,2.0,1.1,
2254,"Ground Water From Barpeta Road(Rly Station), Assam",Groundwater,ASSAM,2017,Safe,2.79,None,28.0,,7.0,593.0,1.0,2.0,2.0,1.5,
2255,"Ground Water Near Bprl, Dhaligaon, Assam",Groundwater,ASSAM,2017,Unsafe,6.16,pH Out of Range,29.0,,6.2,350.5,1.8,2.0,2.0,4.1,
2256,"Ground Water From Kokrajhar District (Hs School ), Assam",Groundwater,ASSAM,2017,Unsafe,3.16,pH Out of Range,29.0,,6.15,105.5,0.65,2.0,2.0,1.55,
2260,"Ground Water From Hamren, Assam",Groundwater,ASSAM,2017,Unsafe,5.71,pH Out of Range,27.5,,6.1,99.0,1.5,2.0,2.0,0.55,
2261,"Ground Water From Haflong, Assam",Groundwater,ASSAM,2017,Safe,2.51,None,22.0,,6.65,106.0,0.9,2.0,2.0,1.4,
2262,"Ground Water From Karimganj (College), Assam",Groundwater,ASSAM,2017,Unsafe,3.45,pH Out of Range,25.0,,6.4,116.5,1.1,2.0,2.0,1.15,
2264,"Ground Water In Panchgram Market Near Cachar Paper Mill, Assam",Groundwater,ASSAM,2017,Safe,6.25,None,25.0,,6.65,162.0,2.25,2.0,2.0,1.2,
3761,Biswanath Chariali Town,Groundwater,ASSAM,2017,Safe,3.06,None,26.0,,7.1,177.0,1.1,2.0,2.0,1.7,
3762,"Municipal Waste Processing Facility, Morabharli, Tezpur",Groundwater,ASSAM,2017,Unsafe,9.11,pH Out of Range,27.0,,6.3,384.0,3.0,2.0,2.0,1.6,
3766,Mangaldoi Town,Groundwater,ASSAM,2017,Unsafe,8.17,pH Out of Range,27.0,,6.4,287.0,2.8,2.0,2.0,2.4,
3770,"Ground Water Near Garmur Recreation Ground, Jorhat",Groundwater,ASSAM,2017,Safe,5.01,None,28.0,,7.2,157.0,1.8,2.0,2.0,0.8,
3779,"Ground Water From Garmur, Majuli",Groundwater,ASSAM,2017,Safe,5.28,None,27.0,,7.5,391.0,1.9,2.0,2.0,0.2,
3793,"Tube Well At R/O Sri Tankeswar Das, Rupjyoti Colony (Nagabali) Municipality Dumping Site, Golaghat",Groundwater,ASSAM,2017,Unsafe,11.94,High Fecal Coliform,27.0,,6.8,451.0,1.6,100.0,1500.0,2.1,
3795,"Tube Well Of Wokha Goronga Girls Me School, Gorounga Tiniali, Furkating",Groundwater,ASSAM,2017,Safe,3.9,None,26.0,,7.5,370.0,1.4,2.0,2.0,1.6,
3802,"Ground Water From Mehepur Near A Cluster Of Nursing Home & Diagnostic Centre, Meherpur, Cachar",Groundwater,ASSAM,2017,Safe,5.56,None,25.0,,7.1,331.0,2.0,2.0,2.0,1.2,
3813,"Ground Water From Bonda, Guwahati",Groundwater,ASSAM,2017,Unsafe,8.19,pH Out of Range,27.0,,5.6,309.0,1.7,2.0,2.0,1.9,
3815,"Ground Water From Khanapara, Guwahati",Groundwater,ASSAM,2017,Safe,2.23,None,24.0,,7.8,286.0,0.8,2.0,2.0,1.9,
3816,"Ground Water From Basistha, Guwahati",Groundwater,ASSAM,2017,Safe,1.4,None,24.0,,7.9,280.0,0.5,2.0,2.0,0.1,
3817,"Ground Water From Kahilipara, Guwahati",Groundwater,ASSAM,2017,Safe,2.23,None,25.0,,7.0,331.0,0.8,2.0,2.0,0.1,
3818,"Ground Water From Maligaon, Guwahati",Groundwater,ASSAM,2017,Safe,2.79,None,26.0,,7.3,280.0,1.0,2.0,2.0,0.3,
3970,"Near Panthanivas, Sambalpur",Groundwater,ASSAM,2017,Safe,2.59,None,29.5,,7.9,533.0,0.5,33.0,240.0,3.02,
2206,"Daloni Beel Near Jogighopa, Assam",Pond/Tank,ASSAM,2017,Unsafe,23.53,"pH Out of Range, High BOD",,29.0,5.55,7.2,103.5,1.85,0.75,750.0,2800.0
2207,"Bor Beel At Jakai., Assam",Pond/Tank,ASSAM,2017,Unsafe,25.12,"pH Out of Range, High BOD",,27.5,5.15,6.7,130.5,10.15,1.2,1200.0,14680.0
2208,"Borpukhuri, Nazira, Assam",Pond/Tank,ASSAM,2017,Unsafe,21.83,"pH Out of Range, High BOD",,24.5,6.15,6.7,31.5,2.6,1.3,930.0,7650.0
2209,"Gaurisagar Tank, Gaurisagar, Assam",Pond/Tank,ASSAM,2017,Unsafe,21.27,High BOD,,26.0,6.65,6.7,30.5,3.0,0.9,1580.0,10680.0
2211,"Padumpukhuri, Tezpur, Assam",Pond/Tank,ASSAM,2017,Unsafe,20.42,High BOD,,26.0,7.75,8.1,229.5,8.25,2.15,510.0,2350.0
2213,"Jaipal Pukhuri, Sipajhar, Assam",Pond/Tank,ASSAM,2017,Unsafe,20.49,High BOD,,25.5,7.65,8.0,136.0,11.65,1.4,605.0,930.0
2215,"Saran Beel, Assam",Pond/Tank,ASSAM,2017,Unsafe,30.04,"pH Out of Range, High BOD",,28.5,3.55,6.85,43.5,3.0,1.1,1200.0,14955.0
2217,"Subhagya Kunda Pond Kamakhya Temple, Guwahati, Assam",Pond/Tank,ASSAM,2017,Unsafe,28.69,"High BOD, High Total Coliform",,25.0,6.8,7.3,349.5,4.5,2.3,10850.0,120180.0
2219,"Bishnu Puskar Pukhuri Of Hayagrib Madhab Temple, Hajo, Assam",Pond/Tank,ASSAM,2017,Unsafe,20.73,High BOD,,28.0,8.5,7.55,213.5,9.2,1.25,900.0,10955.0
2221,"Ganga Pukhuri, Nalbari (Gordon School), Assam",Pond/Tank,ASSAM,2017,Unsafe,21.2,High BOD,,29.0,7.35,7.25,113.0,3.5,0.85,1500.0,6150.0
2223,"Mahamaya Mandir Pukhuri, Assam",Pond/Tank,ASSAM,2017,Unsafe,25.22,"pH Out of Range, High BOD",,28.5,5.3,7.0,42.5,3.75,2.55,1900.0,2380.0
2225,"Baskandi Pond Inside The Baskandi Madrasa, Baskandi, Assam",Pond/Tank,ASSAM,2017,Unsafe,24.57,"pH Out of Range, High BOD",,24.5,5.25,7.15,99.5,5.45,0.8,900.0,55150.0
2227,"Hordai Pukhuri, Charaidew, Assam",Pond/Tank,ASSAM,2017,Unsafe,22.13,"pH Out of Range, High BOD",,24.5,6.0,7.1,111.5,3.15,1.2,730.0,3930.0
