stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
1555,"At Kala Amb, H.P",Groundwater,HIMACHAL PRADESH,2016,Safe,0.37,None,22.0,,7.5,791.5,0.1,0.4,,3.7,
1556,"At Paonta Sahib, H.P",Groundwater,HIMACHAL PRADESH,2016,Safe,0.55,None,21.0,,7.4,845.0,0.1,0.45,,,
1558,"At Baddi, H.P",Groundwater,HIMACHAL PRADESH,2016,Safe,0.55,None,18.55,,8.3,1031.0,0.1,8.45,,,
1560,"At Nalagarh, H.P",Groundwater,HIMACHAL PRADESH,2016,Safe,0.37,None,17.45,,8.3,1216.0,0.1,2.2,,3.7,
1559,"At Barotiwala, H.P",Groundwater,HIMACHAL PRADESH,2016,Safe,2.23,None,21.2,,7.9,748.0,0.6,0.0,,5.5,
1561,"At Damtal, H.P",Groundwater,HIMACHAL PRADESH,2016,Safe,0.83,None,17.0,,7.45,597.0,0.15,0.0,,,
1562,"At Una, H.P",Groundwater,HIMACHAL PRADESH,2016,Safe,0.93,None,14.0,,7.65,896.0,0.25,0.15,,2.0,
1872,Shimla D/S Of Msw Dumping Siot,Groundwater,HIMACHAL PRADESH,2016,Unsafe,25.23,High BOD,14.5,,7.6,547.5,10.3,6.15,21.8,121.0,
1873,Dharamshala Kangra D/S Of Msw Dumping Siot,Groundwater,HIMACHAL PRADESH,2016,Safe,1.66,None,18.0,,7.05,280.5,0.3,0.15,,,
1874,Solan-D/S Of Msw Dumping Siot-,Groundwater,HIMACHAL PRADESH,2016,Safe,2.43,None,,,8.05,391.0,0.65,2.3,,19.0,
1877,Baddi Industrial Area,Groundwater,HIMACHAL PRADESH,2016,Safe,1.94,None,19.1,,7.75,816.0,0.35,6.9,,,
1878,Barotiwala Industrial Area,Groundwater,HIMACHAL PRADESH,2016,Safe,0.83,None,19.15,,7.75,1271.5,0.15,7.8,,,
1879,Nalagarh Industrial Area,Groundwater,HIMACHAL PRADESH,2016,Safe,1.11,None,21.0,,7.8,761.0,0.2,0.0,,,
1880,Kala Amb Industrial Area,Groundwater,HIMACHAL PRADESH,2016,Safe,0.29,None,22.0,,7.6,827.0,0.1,0.55,2.0,4.0,
1881,Paonta Sahib Industrial Area,Groundwater,HIMACHAL PRADESH,2016,Safe,0.29,None,23.0,,7.75,717.5,0.1,0.65,2.0,4.0,
1882,Mehatpur Industrial Area,Groundwater,HIMACHAL PRADESH,2016,Safe,1.3,None,14.0,,7.45,706.5,0.35,0.05,,3.6,
1883,Una Industrial Area,Groundwater,HIMACHAL PRADESH,2016,Safe,0.74,None,16.0,,7.5,925.5,0.2,0.1,,3.7,
2628,Hand Pump At Shamshi,Groundwater,HIMACHAL PRADESH,2016,Safe,0.0,None,15.25,,7.2,578.5,,2.45,,,
2630,Hand Pump At Hamirpur Town,Groundwater,HIMACHAL PRADESH,2016,Safe,1.39,None,,,7.6,946.5,0.25,0.2,,,
2631,Hand Pump At Nadaun Town,Groundwater,HIMACHAL PRADESH,2016,Safe,1.39,None,,,7.1,968.0,0.25,0.1,,,
2632,Hand Pump At Bilaspur Town,Groundwater,HIMACHAL PRADESH,2016,Safe,0.0,None,19.5,,7.6,976.0,,0.3,,,
2633,Hand Pump At Recongpeo,Groundwater,HIMACHAL PRADESH,2016,Safe,0.0,None,,,6.8,1032.0,,0.1,,,
2634,Hand Pump At Shimla,Groundwater,HIMACHAL PRADESH,2016,Safe,0.55,None,6.5,,8.0,291.5,0.1,0.0,,,
2636,Hand Pump At Kangra Temple/ Town,Groundwater,HIMACHAL PRADESH,2016,Safe,4.44,None,18.0,,7.4,754.0,0.8,0.2,,,
2637,Hand Pump At Jwalaji Temple,Groundwater,HIMACHAL PRADESH,2016,Safe,0.83,None,19.5,,7.8,1360.0,0.15,0.05,,,
2638,Hand Pump At Chintpurni Temple/ Town,Groundwater,HIMACHAL PRADESH,2016,Safe,0.83,None,18.0,,7.85,958.0,0.15,0.05,,,
2639,Hand Pump At Chamunda Devi Temple/ Town,Groundwater,HIMACHAL PRADESH,2016,Safe,0.56,None,20.0,,7.45,162.0,0.15,0.2,,3.7,
1291,Gobindsagar Lake At Bilaspur,Pond/Tank,HIMACHAL PRADESH,2016,Unsafe,26.66,"pH Out of Range, High BOD",,16.3,12.2,9.35,7.55,100.0,298.5,0.25,0.15
1292,Pongdam Lake At Pong Village,Pond/Tank,HIMACHAL PRADESH,2016,Unsafe,27.81,"pH Out of Range, High BOD",,17.5,12.25,7.95,8.1,93.05,250.0,1.6,0.35
1429,"Renuka Lake , 35 Km From Patna Sahib North",Pond/Tank,HIMACHAL PRADESH,2016,Unsafe,31.99,"pH Out of Range, High BOD, High Fecal Coliform",,21.5,13.55,6.55,7.7,100.0,753.5,1.7,1.0
2649,Riwalsar Lake,Pond/Tank,HIMACHAL PRADESH,2016,Unsafe,24.02,"pH Out of Range, High BOD",,19.0,11.4,6.05,7.15,100.0,329.5,11.25,4.25
2650,Khaziar Lake,Pond/Tank,HIMACHAL PRADESH,2016,Unsafe,22.01,"pH Out of Range, High BOD",,16.5,10.75,6.9,7.3,30.65,119.0,45.5,13.65
1001,Beas U/S Manali,River,HIMACHAL PRADESH,2016,Unsafe,9.26,High Fecal Coliform,28.0,6.75,8.15,340.0,2.1,0.55,715.0,2170.0,
2601,Beas D/S Manali,River,HIMACHAL PRADESH,2016,Safe,0.69,None,12.0,8.85,7.7,120.0,0.2,0.5,27.0,175.0,
2602,Beas U/S Kullu,River,HIMACHAL PRADESH,2016,Safe,0.46,None,12.5,8.65,7.55,143.0,0.1,0.4,22.5,187.0,
1002,Beas D/S Kulu,River,HIMACHAL PRADESH,2016,Unsafe,5.83,pH Out of Range,24.5,,5.45,214.5,0.6,0.7,16.0,50.0,
1003,Beas D/S Aut,River,HIMACHAL PRADESH,2016,Unsafe,14.11,"Low DO, High BOD",26.0,4.66,7.6,201.0,5.4,0.65,24.0,835.0,
1005,Beas Exit Of Tunnel Dehal Power House,River,HIMACHAL PRADESH,2016,Unsafe,9.84,High Fecal Coliform,27.5,6.8,7.55,255.0,3.0,0.2,520.0,1375.0,
1550,Beas U/S Mandi,River,HIMACHAL PRADESH,2016,Safe,0.43,None,17.0,9.55,7.65,175.5,0.1,0.35,21.5,152.0,
1006,Beas D/S Mandi,River,HIMACHAL PRADESH,2016,Safe,0.76,None,18.0,9.55,7.7,231.5,0.15,0.5,40.0,335.0,
2604,Beas D/S Jaisinghpur,River,HIMACHAL PRADESH,2016,Safe,2.78,None,16.0,8.1,7.8,309.0,1.15,0.1,11.5,225.0,
1007,Beas D/S Alampur,River,HIMACHAL PRADESH,2016,Safe,1.76,None,17.5,7.75,7.7,310.5,0.7,0.15,9.5,210.0,
1009,Beas D/S Pong Dam,River,HIMACHAL PRADESH,2016,Safe,0.87,None,17.0,7.7,7.95,237.5,0.3,0.1,9.5,205.0,
2603,Beas At D/S Pandoh Dam,River,HIMACHAL PRADESH,2016,Safe,0.55,None,15.0,10.25,7.4,148.5,0.1,0.55,33.0,245.0,
1867,"Satluj B/C With Spiti At Khab, Distt.Kinnaur,",River,HIMACHAL PRADESH,2016,Safe,0.37,None,10.5,9.8,7.5,326.0,0.1,0.5,,,
2611,Satluj At Khab,River,HIMACHAL PRADESH,2016,Safe,0.37,None,10.5,9.85,7.15,331.0,0.1,0.4,,,
1086,Satluj U/S Rampur,River,HIMACHAL PRADESH,2016,Safe,0.37,None,15.0,8.95,7.5,283.5,0.1,1.3,,,
1087,Satluj D/S Rampur,River,HIMACHAL PRADESH,2016,Safe,0.74,None,15.0,8.95,7.25,302.0,0.2,0.45,,,
1013,Satluj U/S Tatapani,River,HIMACHAL PRADESH,2016,Safe,0.37,None,16.5,8.75,7.25,279.5,0.1,0.45,,,
1014,Satluj U/S Slapper,River,HIMACHAL PRADESH,2016,Safe,0.58,None,16.95,8.9,7.65,339.0,0.15,0.4,23.5,187.0,
1015,Satluj D/S Slapper,River,HIMACHAL PRADESH,2016,Safe,0.8,None,15.95,9.1,7.8,290.0,0.2,0.45,40.0,245.0,
1016,Satluj D/S Bhakhra,River,HIMACHAL PRADESH,2016,Safe,1.02,None,18.0,6.75,7.7,242.5,0.3,0.45,13.0,375.0,
1389,Satluj At Neptha Zakhai,River,HIMACHAL PRADESH,2016,Safe,0.55,None,13.0,9.35,7.4,326.0,0.15,0.55,,,
1088,Ravi U/S Madhopur,River,HIMACHAL PRADESH,2016,Safe,1.28,None,14.5,7.45,7.7,201.5,0.45,0.15,9.25,300.0,
1089,Ravi U/S Chamba,River,HIMACHAL PRADESH,2016,Safe,1.95,None,11.0,8.65,7.6,170.0,0.8,0.1,9.0,170.0,
2614,Ravi At Chamera Reservoir,River,HIMACHAL PRADESH,2016,Safe,0.97,None,12.45,8.6,7.7,441.5,0.35,0.1,10.3,185.0,
2615,Ravi D/S Chamera Iii Hep,River,HIMACHAL PRADESH,2016,Safe,0.94,None,10.8,8.6,7.7,173.5,0.35,0.1,9.5,155.0,
2613,Ravid/S Of Chamba Town,River,HIMACHAL PRADESH,2016,Safe,2.29,None,11.0,8.65,7.55,182.5,0.95,0.1,9.35,180.0,
1290,Parvati B/C To Beas,River,HIMACHAL PRADESH,2016,Safe,0.43,None,12.0,8.95,7.6,458.0,0.1,0.35,21.0,157.0,
2605,Parvati U/S Manikaran,River,HIMACHAL PRADESH,2016,Safe,0.35,None,11.0,9.2,7.4,84.5,0.1,0.6,15.5,86.5,
