stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
1415,"Well Of Loomji, Chaudhary, Near Nayagaon, Pali, (U/S 1 Km. From Pali Town), Rajasthan",Groundwater,RAJASTHAN,2022,Safe,1.11,None,26.0,,7.675,5915.5,,6.845,112.0,275.0,
1706,"Riico Pump House Near Monto Motors, Mia, Alwar, Rajasthan",Groundwater,RAJASTHAN,2022,Safe,0.03,None,29.0,,7.46,1360.5,,2.965,2.95,5.5,
1707,"Bore Well In Modi Alkalis & Chemicals, Mia, Alwar, Rajasthan",Groundwater,RAJASTHAN,2022,Safe,0.02,None,29.5,,7.375,2401.0,,2.805,2.75,5.0,
1708,"Kothi Wala Well In Village Bagar Rajput, Alwar, Rajasthan",Groundwater,RAJASTHAN,2022,Safe,0.07,None,28.5,,7.31,2106.5,,1.475,6.5,20.0,
1710,"Borewell Of Shri Duli Chand Dayma S/O Sh. Chetram Dayma, Near Govt. School, Village- Alupur (Alampur), Bhiwadi, Distt- Alwar, Tehsil- Tijara",Groundwater,RAJASTHAN,2022,Safe,0.29,None,27.0,,7.575,1906.0,,2.4,29.0,71.0,
1713,"Borewell Of Sh Jagdish Bhati, Near Sanjeev Enterprises, Ria, Village- Ghatal,Bhiwadi, District - Alwar",Groundwater,RAJASTHAN,2022,Safe,0.3,None,28.5,,7.6,1246.0,,2.93,31.0,66.5,
1715,Hand Pump Near Secondary School About 300Mt. From,Groundwater,RAJASTHAN,2022,Safe,0.08,None,27.5,,7.755,2110.0,,2.055,9.4,15.5,
1720,"Chaudhary Ka Well Village Paniala, Kotaputali Near Associated Alcohol Breveries Ltd Jaipur, Rajasthan",Groundwater,RAJASTHAN,2022,Safe,0.08,None,26.0,,7.94,3860.0,,4.11,8.9,14.5,
1721,"Phed Well Near Railway Line Jhotawara, Jaipur, Rajasthan",Groundwater,RAJASTHAN,2022,Safe,0.06,None,27.5,,8.38,701.0,,2.43,6.4,14.0,
1723,"Hand Pump Of Vidhani Village Goner Road Jaipur, Rajasthan",Groundwater,RAJASTHAN,2022,Safe,0.05,None,26.5,,8.25,9795.0,,5.86,5.3,7.95,
