stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
3,Well At Ahmedabad,Groundwater,GUJARAT,2019,Unsafe,31.93,"pH Out of Range, High BOD",29.5,,4.7,7.5,500.0,0.85,0.23,2.0,
1948,Ground Water At Bhavnagar,Groundwater,GUJARAT,2019,Unsafe,40.0,"pH Out of Range, High BOD",29.0,,2.6,8.05,500.0,1.3,0.165,2.0,
1957,Ground Water At Siddhpur (Dist.Patan),Groundwater,GUJARAT,2019,Unsafe,50.03,High BOD,28.5,,,7.8,500.0,0.95,3.205,,
1958,Ground Water At Himatnagar,Groundwater,GUJARAT,2019,Unsafe,28.09,"pH Out of Range, High BOD",27.0,,5.7,7.8,500.0,1.2,3.02,2.0,
1962,Vadodara (Industrial- Nandesari),Groundwater,GUJARAT,2019,Unsafe,45.2,"pH Out of Range, High BOD",26.0,,1.25,7.2,500.0,0.8,0.545,2.0,
1965,"Mora-Hajira (Industrial), Hajira",Groundwater,GUJARAT,2019,Unsafe,39.43,"pH Out of Range, High BOD",28.5,,2.75,7.95,500.0,0.9,0.37,9.0,
1966,"Gabheni Village, Surat (Industrial)",Groundwater,GUJARAT,2019,Unsafe,37.12,"pH Out of Range, High BOD",28.5,,3.35,7.7,500.0,0.8,0.24,6.0,
1968,"Vapi Industrial Area In D/S, Vapi",Groundwater,GUJARAT,2019,Unsafe,34.43,"pH Out of Range, High BOD",27.0,,4.05,7.85,463.0,1.15,0.31,2.0,
1969,"Sarigam Village (D/S Of Industrialarea), Vapi",Groundwater,GUJARAT,2019,Unsafe,33.85,"pH Out of Range, High BOD",29.0,,4.2,8.0,500.0,2.2,0.33,2.0,
1970,"Borewell D/S Tsdf Site, Gidc Industrial Area, Vapi",Groundwater,GUJARAT,2019,Unsafe,34.81,"pH Out of Range, High BOD",27.0,,3.95,7.9,500.0,1.1,0.38,2.0,
2084,Bore Well Of Palsana Village.,Groundwater,GUJARAT,2019,Unsafe,39.24,"pH Out of Range, High BOD",28.5,,2.8,7.5,500.0,0.95,0.11,7.5,
2087,B/W- Hazardous W. Disposal Site (Guj. Enviro P.& I. Ltd. ),Groundwater,GUJARAT,2019,Unsafe,40.01,"pH Out of Range, High BOD",28.5,,2.6,7.85,500.0,1.0,0.05,11.0,
2089,"B/W Near Indl. Area Borasara & Navapura, Dist. Surat.",Groundwater,GUJARAT,2019,Unsafe,38.66,"pH Out of Range, High BOD",28.5,,2.95,7.7,500.0,0.95,0.175,9.0,
