stn_code,monitoring_location,water_body_type,state,year,safety_label,pollution_score,violated_params,temperature_avg,do_avg,ph_avg,conductivity_avg,bod_avg,nitrate_avg,fecal_coliform_avg,total_coliform_avg,fecal_streptococci_avg
1830,"Bore Well Water (Phed Pump House) Sadar Hospital Campus, Muzaffarpur",Groundwater,BIHAR,2021,Safe,0.0,None,24.0,,7.3,927.0,,2.79,,,
1826,"Bore Well Water At Bhut Nath Road Water Tank Sec-3, Kankarbagh,Patna",Groundwater,BIHAR,2021,Unsafe,6.49,High Fecal Coliform,25.5,,7.55,460.5,,1.96,811.5,811.5,
1825,"Bore Well Water At Katra Bazar Water Tank, Malsalami, Patna",Groundwater,BIHAR,2021,Safe,0.0,None,24.5,,7.4,444.0,,1.91,,,
1829,"Bore Well Water From Igims Campus, Patna",Groundwater,BIHAR,2021,Safe,3.7,None,26.5,,7.5,459.5,,1.565,462.5,464.5,
1828,"Bore Well Water In Campus Of Patna Water Board Head Office, Near High Court, Patna",Groundwater,BIHAR,2021,Safe,0.06,None,28.0,,7.45,488.0,,1.585,7.0,12.5,
1831,"Bore Well Water Mmc Pump House Brahmpura Naka, Muzaffarpur",Groundwater,BIHAR,2021,Safe,0.07,None,24.0,,7.5,641.0,,2.58,7.0,16.0,
1844,"Bore Well Water Near Commissionary Office, Chapra",Groundwater,BIHAR,2021,Safe,0.08,None,26.0,,7.0,1160.0,,0.34,9.0,16.0,
3139,Ground Water From Araria,Groundwater,BIHAR,2021,Safe,0.0,None,28.0,,7.6,296.0,,2.39,,,
3138,Ground Water From Arrah,Groundwater,BIHAR,2021,Safe,3.56,None,24.5,,7.35,748.0,,3.385,350.0,920.0,
3143,Ground Water From Bagaha,Groundwater,BIHAR,2021,Safe,0.0,None,25.0,,7.6,345.0,,0.3,,,
3144,Ground Water From Barh,Groundwater,BIHAR,2021,Safe,0.2,None,21.0,,7.45,830.5,,1.89,23.0,33.0,
1837,Ground Water From Begusarai,Groundwater,BIHAR,2021,Safe,0.18,None,21.0,,7.7,828.0,,0.3,23.0,23.0,
3140,Ground Water From Bettiah,Groundwater,BIHAR,2021,Safe,0.18,None,25.0,,7.2,968.0,,0.39,23.0,23.0,
